ID,Year,Edition,Expansion,Number,Team,Name,Points,Icons,Position1,Position2,Hand,OnBase,Out_H,HR_H,Speed,Control,Out_P,HR_P,IP,PU,SO,GB,FB,BB,Single,SinglePlus,Double,Triple,HR,Def_C,Def_1B,Def_2B,Def_SS,Def_3B,Def_LFRF,Def_CF,Icon_R,Icon_RY,Icon_G,Icon_S,Icon_SB,Icon_HR,Icon_V,Icon_20,Icon_CY,Icon_K
644,'05,UL,TD,34,Rangers,Richard Hidalgo,150,,LF-RF+1,,R,9,7,19,10,NA,NA,NA,NA,','1-2,'3-4,'5-7,'8-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
645,'05,UL,Base,35,Orioles,Jerry Hairston,100,,LF-RF+2,,R,11,6,21,14,NA,NA,NA,NA,','1,'2-3,'4-6,'7-10,'11-17,'18,'19-20,','21+,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
646,'05,UL,TD,35,Phillies,Placido Polanco,290,,2B+4,,R,10,6,20,12,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-17,','18-19,','20+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
647,'00,1st,Base,35,Braves,Brian Hunter,220,,1B+1,,R,8,4,19,10,NA,NA,NA,NA,','1,','2-4,'5-12,'13-15,','16-18,','19-20,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
648,'00,1st,PR,35,Reds,Dante Bichette,260,,LF-RF+0,,R,7,3,17,15,NA,NA,NA,NA,',','1,'2-3,'4-7,'8-13,','14-16,','17-20,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
649,'01,1st,Base,35,Braves,Tom Glavine,480,,Starter,,L,NA,NA,NA,NA,3,17,NA,7,'1-3,'4-6,'7-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
650,'01,1st,PR,35,White Sox,Sandy Alomar Jr.,130,,C+3,,R,7,3,19,10,NA,NA,NA,NA,',','1-2,'3,','4-15,','16-18,','19-20,3,NA,NA,NA,NA,NA,NA,,,,,,,,,,
651,'01,UL,Base,35,Braves,Tom Glavine,480,,Starter,,L,NA,NA,NA,NA,3,17,NA,7,'1-3,'4-6,'7-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
652,'02,UL,Base,35,Braves,Jason Marquis,350,,Starter,,R,NA,NA,NA,NA,1,19,24,7,'1-3,'4-7,'8-14,'15-19,'20-23,',',',','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
653,'02,UL,TD,35,Rangers,Carl Everett,220,,OF+0,,S,9,6,19,18,NA,NA,NA,NA,','1-4,'5-6,','7-9,'10-14,'15,'16-17,'18,'19+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
654,'02,UL,PR,35,Dodgers,Eric Karros,140,,1B+1,,R,9,7,19,11,NA,NA,NA,NA,','1-3,'4-6,'7,'8-10,'11-16,','17-18,','19+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
655,'02,ASG,ASG,35,Brewers,Jose Hernandez,320,,SS+2,,R,10,6,18,14,NA,NA,NA,NA,','1-6,',','7-9,'10-15,','16-17,','18+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
656,'03,UL,Base,35,Braves,Gary Sheffield,370,,LF-RF+0,,R,13,7,19,12,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-16,'17,'18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
657,'03,P,Base,35,Mariners,Jamie Moyer,540,,Starter,,L,NA,NA,NA,NA,5,16,22,7,'1-2,'3-6,'7-11,'12-16,'17,'18-19,','20-21,','22+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
658,'03,UL,TD,35,Cubs,Hee Seop Choi,130,R,1B+0,,L,9,6,20,10,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,1,,,,,,,,,
659,'03,UL,PR,35,Cardinals,Eli Marrero,130,,LF-RF+2,,R,9,7,20,12,NA,NA,NA,NA,','1,'2-3,'4-7,'8-10,'11-16,','17-18,'19,'20+,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
660,'04,UL,Base,35,Orioles,Travis Driskill,60,,Reliever,,R,NA,NA,NA,NA,2,16,24,2,'1-2,'3-6,'7-13,'14-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
661,'04,UL,TD,35,Tigers,Fernando Vina,160,,2B+3,,L,9,7,20,10,NA,NA,NA,NA,','1,'2-4,'5-7,'8,'9-16,','17-18,'19,'20+,NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
662,'04,P,Base,35,Padres,Jake Peavy,180,,Starter,,R,NA,NA,NA,NA,3,16,23,6,'1-2,'3-6,'7-12,'13-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
663,'04,UL,PR,35,Yankees,Hideki Matsui,280,,LF-RF+0,,L,13,7,20,8,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-12,'13-17,','18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
664,'02,UL,TD,36,Diamondbacks,Danny Bautista,150,,LF-RF+1,,R,10,7,20,16,NA,NA,NA,NA,','1,'2-5,'6-7,'8,'9-17,','18-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
665,'02,UL,PR,36,Indians,Ryan Drese,110,,Reliever,,R,NA,NA,NA,NA,3,17,28,2,'1-3,'4-7,'8-16,'17,'18,'19,','20-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
666,'02,ASG,ASG,36,Braves,Andruw Jones,340,,CF+3,LF-RF+2,L,10,6,18,16,NA,NA,NA,NA,','1-4,'5,'6,'7-10,'11-15,'16,'17,','18+,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
667,'03,UL,Base,36,Braves,John Smoltz,210,RP,Closer,,R,NA,NA,NA,NA,5,16,26,1,'1-2,'3-8,'9-14,'15-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
668,'03,P,Base,36,Cubs,Jon Lieber,350,,Starter,,R,NA,NA,NA,NA,4,16,23,7,'1-4,'5-7,'8-14,'15-16,','17-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
669,'03,UL,TD,36,Blue Jays,Mike Bordick,150,,SS+5,,R,9,7,20,12,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-17,','18-19,','20+,NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
670,'03,UL,PR,36,Reds,Felipe Lopez,140,,SS+2,,S,9,6,22,17,NA,NA,NA,NA,','1-2,'3-5,'6,'7-10,'11-16,'17-18,'19,'20-21,'22+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
671,'04,UL,Base,36,Orioles,Brook Fordyce,50,,C+5,,R,9,6,20,9,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-18,','19,','20+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
672,'04,UL,TD,36,Phillies,Tim Worrell,160,,Reliever,,R,NA,NA,NA,NA,4,15,26,1,'1,'2-5,'6-13,'14-15,'16-17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
673,'04,P,Base,36,Pirates,Jeff Reboulet,50,,2B+4,3B+1,R,10,6,21,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-18,','19-20,','21+,NA,NA,4,NA,1,NA,NA,,,,,,,,,,
674,'04,UL,PR,36,Cardinals,Ray Lankford,280,,OF+2,,L,12,7,20,8,NA,NA,NA,NA,','1-3,'4-5,'6-7,'8-12,'13-16,','17-19,','20+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
675,'05,UL,Base,36,Orioles,Jorge Julio,130,,Closer,,R,NA,NA,NA,NA,2,16,24,1,'1-2,'3-7,'8-12,'13-16,'17-18,'19-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
676,'05,UL,TD,36,Cubs,Neifi Perez,10,,SS+2,,S,9,6,21,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-18,','19-20,','21+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
677,'00,1st,Base,36,Braves,Andruw Jones,390,,CF+3,LF-RF+2,R,8,4,18,20,NA,NA,NA,NA,','1,'2,'3-4,'5-9,'10-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
678,'00,DS,Base,36,Braves,Andruw Jones,390,,CF+3,LF-RF+2,R,8,4,18,20,NA,NA,NA,NA,','1,'2,'3-4,'5-9,'10-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
679,'00,DS,Base,36,Braves,Andruw Jones,390,,CF+3,LF-RF+2,R,8,4,18,20,NA,NA,NA,NA,','1,'2,'3-4,'5-9,'10-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
680,'00,HRH,PR,36,Reds,Ken Griffey Jr.,530,,CF+2,LF-RF+1,L,9,5,17,20,NA,NA,NA,NA,','1,'2,'3-5,'6-10,'11-14,'15,'16,','17-20,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
681,'00,HRH,Base,36,Braves,Andruw Jones,390,,CF+3,LF-RF+2,R,8,4,18,20,NA,NA,NA,NA,','1,'2,'3-4,'5-9,'10-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
682,'00,1st,PR,36,Reds,Ken Griffey Jr.,530,,CF+2,LF-RF+1,L,9,5,17,20,NA,NA,NA,NA,','1,'2,'3-5,'6-10,'11-14,'15,'16,','17-20,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
683,'01,1st,Base,36,Braves,Andruw Jones,450,,CF+2,LF-RF+1,R,9,5,18,20,NA,NA,NA,NA,','1,'2-4,'5,'6-8,'9-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
684,'01,1st,PR,36,Expos,Hideki Irabu,320,,Starter,,R,NA,NA,NA,NA,3,16,NA,6,'1-3,'4-7,'8-12,'13-16,','17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
685,'02,UL,Base,36,Braves,Mike Remlinger,120,,Reliever,,L,NA,NA,NA,NA,2,19,23,1,'1-4,'5-12,'13-15,'16-19,','20-22,',',','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
686,'00,1st,Base,37,Braves,Chipper Jones,610,,3B+2,,S,10,4,18,20,NA,NA,NA,NA,','1,'2-3,'4,'5-11,'12-14,'15,'16-17,','18-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
687,'00,DS,Base,37,Braves,Chipper Jones,610,,3B+2,,S,10,4,18,20,NA,NA,NA,NA,','1,'2-3,'4,'5-11,'12-14,'15,'16-17,','18-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
688,'00,HRH,Base,37,Braves,Chipper Jones,610,,3B+2,,S,10,4,18,20,NA,NA,NA,NA,','1,'2-3,'4,'5-11,'12-14,'15,'16-17,','18-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
689,'00,1st,PR,37,Reds,Denny Neagle,350,,Starter,,L,NA,NA,NA,NA,6,15,20,6,'5-6,'1-4,'7-9,'10-15,'16-17,',','18-19,','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
690,'01,1st,Base,37,Braves,Chipper Jones,400,,3B+1,,S,9,3,18,15,NA,NA,NA,NA,',','1-2,'3,'4-9,'10-14,'15,'16-17,','18-20,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
691,'01,1st,PR,37,Cubs,Tom Gordon,300,,Closer,,R,NA,NA,NA,NA,6,16,NA,1,'1,'2-7,'8-13,'14-16,'17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
692,'01,UL,Base,37,Braves,Chipper Jones,400,,3B+1,,S,9,3,18,15,NA,NA,NA,NA,',','1-2,'3,'4-9,'10-14,'15,'16-17,','18-20,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
693,'02,UL,Base,37,Braves,Rey Sanchez,190,,SS+5,,R,9,7,27,20,NA,NA,NA,NA,',','1-7,',','8-17,'18,'19,'20-26,'27+,NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
694,'02,UL,TD,37,Braves,Rafael Furcal,120,,SS+3,,S,9,6,25,16,NA,NA,NA,NA,','1,'2-5,'6,'7-9,'10-16,'17-18,'19-24,','25+,NA,NA,NA,3,NA,NA,NA,,,,,,,,,,
695,'02,UL,PR,37,Reds,Adam Dunn,440,,LF-RF+1,,L,11,7,19,15,NA,NA,NA,NA,','1-6,','7,'8-11,'12-14,','15-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
696,'02,ASG,ASG,37,Marlins,Mike Lowell,290,,3B+2,,R,11,6,20,10,NA,NA,NA,NA,','1,'2,'3-6,'7-9,'10-15,','16-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
697,'03,UL,Base,37,Orioles,Tony Batista,260,,3B+1,,R,9,6,19,11,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-15,','16-18,','19+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
698,'03,P,Base,37,Athletics,Mark Mulder,500,,Starter,,L,NA,NA,NA,NA,5,16,23,7,'1,'2-5,'6-12,'13-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
699,'03,UL,TD,37,Braves,Ray King,150,,Reliever,,L,NA,NA,NA,NA,3,17,24,1,'1,'2-5,'6-13,'14-17,'18,'19-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
700,'03,UL,PR,37,Indians,Casey Blake,180,R,3B+2,1B+0,R,9,6,20,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-16,','17-19,','20+,NA,0,NA,NA,2,NA,NA,1,,,,,,,,,
701,'04,UL,Base,37,Orioles,Jay Gibbons,290,,LF-RF+1,,L,9,5,19,8,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,','16-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
702,'04,UL,TD,37,Mets,Mike Cameron,170,G,CF+3,,R,10,6,20,15,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-15,'16-17,'18-19,','20+,NA,NA,NA,NA,NA,NA,3,,,1,,,,,,,
703,'04,P,Base,37,Tigers,Kevin Witt,60,R,1B+1,3B+1,L,9,7,19,11,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-9,'10-17,','18,','19+,NA,1,NA,NA,1,NA,NA,1,,,,,,,,,
704,'04,UL,PR,37,Padres,Jake Peavy,540,,Starter,,R,NA,NA,NA,NA,4,18,28,7,'1,'2-6,'7-13,'14-18,'19,'20-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
705,'05,UL,Base,37,Orioles,Rodrigo Lopez,420,,Starter,,R,NA,NA,NA,NA,4,17,24,5,'1-3,'4-7,'8-14,'15-17,'18,'19-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
706,'05,UL,TD,37,Dodgers,Wilson Alvarez,440,,Starter,,L,NA,NA,NA,NA,4,17,25,5,'1-4,'5-9,'10-14,'15-17,'18,'19-22,','23-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
707,'05,UL,Base,38,Orioles,Melvin Mora,390,S,3B+1,,R,13,7,20,13,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-11,'12-16,'17,'18-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,1,,,,,,
708,'05,UL,TD,38,Cardinals,So Taguchi,120,,LF-RF+0,,R,10,6,20,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
709,'00,1st,Base,38,Braves,Brian Jordan,300,,LF-RF+1,,R,8,5,18,15,NA,NA,NA,NA,',','1-2,'3-5,'6-8,'9-14,'15,'16,'17,'18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
710,'00,1st,PR,38,Reds,Steve Parris,340,,Starter,,R,NA,NA,NA,NA,3,16,NA,6,'5-6,'1-4,'7-12,'13-16,'17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
711,'01,1st,Base,38,Braves,Brian Jordan,180,,LF-RF+2,,R,7,4,18,15,NA,NA,NA,NA,',','1-2,'3-4,'5-7,'8-14,'15,'16-17,','18-20,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
712,'01,1st,PR,38,Cubs,Roosevelt Brown,120,,LF-RF+0,,L,7,3,19,15,NA,NA,NA,NA,','1-2,','3,'4-6,'7-14,'15,'16-18,','19-20,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
713,'02,UL,Base,38,Braves,B.J. Surhoff,150,,LF-RF+1,,L,9,6,20,15,NA,NA,NA,NA,',','1-3,'4-6,'7-8,'9-15,'16,'17-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
714,'02,UL,TD,38,Tigers,Dmitri Young,240,,LF-RF+1,3B+1,S,10,6,19,15,NA,NA,NA,NA,',','1-5,'6,'7,'8-16,','17-18,','19+,NA,NA,NA,NA,1,1,NA,,,,,,,,,,
715,'02,UL,PR,38,Rangers,Hank Blalock,40,,3B+0,,L,9,7,20,14,NA,NA,NA,NA,','1-6,'7,','8-12,'13-16,','17-19,','20+,NA,NA,NA,NA,0,NA,NA,,,,,,,,,,
716,'02,ASG,ASG,38,Giants,Robb Nen,280,,Closer,,R,NA,NA,NA,NA,4,18,26,1,'1-3,'4-10,'11-15,'16-18,'19,'20-25,',',','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
717,'03,UL,Base,38,Orioles,Mike Bordick,110,,SS+5,,R,9,7,20,12,NA,NA,NA,NA,','1-2,'3-4,'5-7,'8-11,'12-17,','18-19,','20+,NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
718,'03,P,Base,38,Yankees,Roger Clemens,300,,Starter,,R,NA,NA,NA,NA,3,16,24,6,'1-2,'3-7,'8-13,'14-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
719,'03,UL,TD,38,Red Sox,Bill Mueller,160,,3B+0,,S,10,6,20,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-11,'12-17,','18-19,','20+,NA,NA,NA,NA,0,NA,NA,,,,,,,,,,
720,'03,UL,PR,38,Royals,Mike MacDougal,150,,Closer,,R,NA,NA,NA,NA,2,16,23,1,'1-2,'3-6,'7-14,'15-16,'17-18,'19-21,','22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
721,'04,UL,Base,38,Orioles,Pat Hentgen,210,,Starter,,R,NA,NA,NA,NA,3,15,24,6,'1,'2-4,'5-10,'11-15,'16-17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
722,'04,UL,TD,38,Blue Jays,Howie Clark,170,R,IF+1,,L,11,8,21,10,NA,NA,NA,NA,','1,'2-5,'6-8,'9,'10-19,','20,','21+,NA,1,1,1,1,NA,NA,1,,,,,,,,,
723,'04,P,Base,38,Expos,Livan Hernandez,400,,Starter,,R,NA,NA,NA,NA,5,16,24,7,'1,'2-5,'6-12,'13-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
724,'04,UL,PR,38,White Sox,Esteban Loaiza,300,,Starter,,R,NA,NA,NA,NA,4,16,22,7,'1-5,'6-8,'9-14,'15-16,'17,'18-20,','21,','22+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
725,'02,UL,TD,39,Orioles,Jay Gibbons,160,,LF-RF+1,,L,9,7,17,9,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-15,','16,','17+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
726,'02,UL,PR,39,Braves,Marcus Giles,150,,2B+2,,R,10,6,21,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-17,','18-20,','21+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
727,'02,ASG,ASG,39,Phillies,Vicente Padilla,390,,Starter,,R,NA,NA,NA,NA,4,16,26,7,'1-2,'3-6,'7-15,'16,','17-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
728,'03,UL,Base,39,Orioles,Jeff Conine,110,,1B+0,,R,9,7,20,12,NA,NA,NA,NA,','1,'2-4,'5-7,'8-9,'10-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
729,'03,P,Base,39,Yankees,Jorge Posada,280,S,C+4,,S,11,6,20,9,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,','17-19,','20+,4,NA,NA,NA,NA,NA,NA,,,,1,,,,,,
730,'03,UL,TD,39,Indians,John Mcdonald,160,R,2B+3,,R,9,6,21,12,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-17,','18-19,'20,'21+,NA,NA,3,NA,NA,NA,NA,1,,,,,,,,,
731,'03,UL,PR,39,Pirates,Kris Benson,150,,Starter,,R,NA,NA,NA,NA,3,16,23,6,'1-3,'4-7,'8-12,'13-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
732,'04,UL,Base,39,Orioles,Jorge Julio,70,,Closer,,R,NA,NA,NA,NA,2,18,24,1,'1-2,'3-7,'8-13,'14-18,'19-20,'21-22,','23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
733,'04,UL,TD,39,Yankees,Tom Gordon,170,,Reliever,,R,NA,NA,NA,NA,4,16,25,1,'1,'2-8,'9-14,'15-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
734,'04,P,Base,39,Dodgers,Mike Kinkade,180,,LF-RF+1,1B+0,R,10,5,19,12,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-16,','17-18,','19+,NA,0,NA,NA,NA,1,NA,,,,,,,,,,
735,'04,UL,PR,39,Mets,Mike Stanton,300,,Reliever,,L,NA,NA,NA,NA,5,17,28,1,'1-3,'4-6,'7-13,'14-17,'18,'19-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
736,'05,UL,Base,39,Orioles,Rafael Palmeiro,130,,1B+0,,L,10,6,20,10,NA,NA,NA,NA,','1,'2-3,'4-6,'7-11,'12-17,','18-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
737,'05,UL,TD,39,Marlins,Matt Perisho,110,,Reliever,,L,NA,NA,NA,NA,2,16,24,1,'1-4,'5-9,'10-14,'15-16,'17-18,'19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
738,'00,1st,Base,39,Braves,Ryan Klesko,410,,LF-RF+0,1B+0,L,9,5,18,15,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-14,','15-17,','18-20,NA,0,NA,NA,NA,0,NA,,,,,,,,,,
739,'00,1st,PR,39,Reds,Dennys Reyes,130,,Reliever,,L,NA,NA,NA,NA,3,16,NA,1,'8-9,'1-7,'10-14,'15-16,'17-19,'20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
740,'01,1st,Base,39,Braves,Wally Joyner,100,,1B+0,,L,8,4,20,10,NA,NA,NA,NA,',',','1-4,'5-9,'10-18,','19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
741,'01,1st,PR,39,Rangers,Alex Rodriguez,640,,SS+4,,R,10,2,17,15,NA,NA,NA,NA,','1,'2,','3-9,'10-13,'14,'15-16,','17-20,NA,NA,NA,4,NA,NA,NA,,,,,,,,,,
742,'02,UL,Base,39,Orioles,Brady Anderson,60,,LF-RF+1,,L,9,7,23,19,NA,NA,NA,NA,','1,'2-4,'5-7,'8-14,'15-18,'19,','20-22,'23+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
743,'00,1st,Base,40,Braves,Keith Lockhart,120,,2B+4,,L,7,4,NA,15,NA,NA,NA,NA,',','1-2,'3-4,'5-9,'10-18,'19,','20,',NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
744,'00,DS,PR,40,Indians,Sandy Alomar Jr.,110,,C+5,,R,6,4,19,10,NA,NA,NA,NA,',','1-3,'4,','5-13,','14-18,','19-20,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
745,'00,1st,PR,40,Indians,Sandy Alomar Jr.,110,,C+5,,R,6,4,19,10,NA,NA,NA,NA,',','1-3,'4,','5-13,','14-18,','19-20,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
746,'01,1st,Base,40,Braves,Keith Lockhart,70,,2B+3,,L,7,5,NA,15,NA,NA,NA,NA,',','1-3,'4-5,'6-8,'9-17,'18,'19,'20,',NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
747,'01,1st,PR,40,Rangers,Andres Galarraga,370,,DH,,R,9,3,20,15,NA,NA,NA,NA,','1,'2-3,','4-8,'9-15,'16,'17-18,'19,'20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
748,'02,UL,Base,40,Orioles,Tony Batista,170,,3B+1,,R,8,6,18,17,NA,NA,NA,NA,','1-2,'3,'4-6,'7-8,'9-14,','15-16,'17,'18+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
749,'02,UL,TD,40,Twins,Brian Buchanan,180,,LF-RF+1,,R,10,6,19,11,NA,NA,NA,NA,','1-5,'6,','7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
750,'02,UL,PR,40,Royals,Joe Randa,200,,3B+1,,R,10,6,20,13,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-16,','17-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
751,'02,ASG,ASG,40,Dodgers,Odalis Perez,330,,Starter,,L,NA,NA,NA,NA,4,16,22,7,'1-3,'4-8,'9-13,'14-16,'17,'18-20,','21,','22+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
752,'03,UL,Base,40,Orioles,Marty Cordova,160,,LF-RF+0,,R,9,6,19,9,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
753,'03,P,Base,40,Twins,Corey Koskie,260,,3B+2,,L,11,6,20,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-15,'16,'17-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
754,'03,UL,TD,40,Rockies,Brent Butler,170,,2B+2,3B+1,R,9,7,20,10,NA,NA,NA,NA,','1,'2-4,'5-7,'8,'9-16,','17-18,'19,'20+,NA,NA,2,NA,1,NA,NA,,,,,,,,,,
755,'03,UL,PR,40,Rangers,Francisco Cordero,180,,Reliever,,R,NA,NA,NA,NA,3,17,23,1,'1,'2-8,'9-14,'15-17,'18,'19-21,','22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
756,'04,UL,Base,40,Orioles,Rodrigo Lopez,10,,Starter,,R,NA,NA,NA,NA,1,16,24,6,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
